borough,Tax block,Tax lot,community board,council district,postcode,policeprct,address,state,bldgclass,landuse,ownertype,ownername,lotarea,unitstotal,lotfront,lotdepth,lottype,assessland,yearbuilt,histdist,landmark,borocode,x,y,latitude,longitude,zonemap,notes
MN,1265,40,105.0,4.0,10020.0,18.0,WEST 49 STREET,,V1,11,X,"RCPI LANDMARK PROPERTIES,",12050,0,60.0,200.83,5,0,0,,INDIVIDUAL LANDMARK,1,990152.0,215712.0,40.7587541,-73.9786959,8d,
MN,1162,57,107.0,6.0,10023.0,20.0,256 WEST 71 STREET,,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,1674,0,16.67,100.42,5,343800,0,,,1,988585.0,222948.0,40.7786159,-73.9843476,8c,
MN,1171,128,107.0,6.0,10069.0,20.0,RIVERSIDE BOULEVARD,,V1,11,C,NYC DEPARTMENT OF TRANSPORTATION,36798,0,323.0,265.0,4,450,0,,,1,987490.0,222861.0,40.7783776,-73.9883013,8c,
MN,676,1,104.0,3.0,10001.0,10.0,WEST 30 STREET,,V1,11,,WRY TENANT LLC,147064,0,800.0,196.65,5,25475400,0,,,1,982844.0,214035.0,40.754153,-74.0050748,8b,
MN,676,5,104.0,3.0,10001.0,10.0,WEST 33 STREET,,V1,11,X,MTA - LIRR,424528,0,800.0,538.26,5,0,0,,,1,983031.0,214336.0,40.7549792,-74.0043999,8b,
MN,728,69,104.0,3.0,10001.0,10.0,358 10 AVENUE,,V1,11,,MCCOURT PARTNERS LLC,25775,0,98.75,100.0,3,17405100,0,,,1,984177.0,213332.0,40.7522236,-74.0002635,8d,
MN,1272,69,105.0,4.0,10019.0,18.0,54 WEST 57 STREET,,V1,11,,5657 REALTY CORP,2513,0,25.0,100.42,5,1868850,0,,,1,990682.0,217568.0,40.763848,-73.9767811,8c,
MN,1272,7,105.0,4.0,10019.0,18.0,57 WEST 56 STREET,,V1,11,,5657 REALTY CORP,2510,0,25.0,100.42,5,1020600,0,,,1,990652.0,217463.0,40.7635598,-73.9768895,8c,
MN,1272,5,105.0,4.0,10019.0,18.0,61 WEST 56 STREET,,V1,11,,"5657 REALTY CORP.,",4600,0,46.0,100.42,5,3405600,0,,,1,990621.0,217480.0,40.7636065,-73.9770014,8c,
MN,1272,70,105.0,4.0,10019.0,18.0,56 WEST 57 STREET,,V1,11,,5657 REALTY CORP.,2500,0,25.0,100.42,5,1859400,0,,,1,990661.0,217579.0,40.7638782,-73.9768569,8c,
MN,1026,29,105.0,6.0,10019.0,18.0,842 SEVENTH AVENUE,,V1,11,,201 W 54 LLC,7542,0,75.42,100.0,3,4399650,0,,,1,989338.0,217581.0,40.7638845,-73.9816328,8c,
MN,2170,26,112.0,10.0,10033.0,34.0,653 WEST 187 STREET,,V1,11,,653 WEST 187 LLC,1582,0,16.67,94.92,5,153900,0,,,1,1002914.0,250412.0,40.8539782,-73.9325333,3a,
MN,2170,28,112.0,10.0,10033.0,34.0,657 WEST 187 STREET,,V1,11,,187 STREET MAZAL LLC,1582,0,16.67,94.92,5,153900,0,,,1,1002885.0,250428.0,40.8540222,-73.9326381,3a,
MN,2170,383,112.0,10.0,10040.0,34.0,WADSWORTH TERRACE,,V1,11,,COZY TERRACE LLC,13000,0,260.0,50.0,5,1241550,0,,,1,1002927.0,250752.0,40.8549114,-73.9324854,3a,
MN,2170,29,112.0,10.0,10033.0,34.0,659 WEST 187 STREET,,V1,11,,187 STREET MAZAL LLC,1582,0,16.67,94.92,5,153900,0,,,1,1002871.0,250435.0,40.8540415,-73.9326887,3a,
MN,2154,18,112.0,10.0,10033.0,34.0,552 WEST 182 STREET,,V1,11,,KASSAB OF W 182 LLC,1260,0,18.0,70.0,5,54900,0,,,1,1002989.0,248691.0,40.8492544,-73.932267,3a,
MN,1171,64,107.0,6.0,10069.0,20.0,WEST END AVENUE,,V1,11,,BROADCOM WEST,7050,0,187.83,0.0,5,72000,0,,,1,987158.0,221613.0,40.7749523,-73.9895006,8c,
MN,1171,69,107.0,6.0,10069.0,20.0,WEST 63 STREET,,V1,11,C,CITY OF NEW YORK/DOT,7050,0,187.83,0.0,5,68850,0,,,1,987194.0,221562.0,40.7748123,-73.9893707,8c,
MN,1171,73,107.0,6.0,10069.0,20.0,WEST 63 STREET,,V1,11,C,NYC DEPARTMENT OF TRANSPORTATION,3500,0,40.72,0.0,5,88200,0,,,1,987119.0,221392.0,40.7743457,-73.9896415,8c,
MN,1216,165,107.0,6.0,10024.0,20.0,WEST 86 STREET,,V1,11,,UNAVAILABLE OWNER,140,0,4.67,30.0,5,450,0,,,1,991688.0,225790.0,40.7864144,-73.9731404,5d,
MN,2240,27,112.0,10.0,10034.0,34.0,COOPER STREET,,V1,11,,"COOPER DEVELOPMENT,",5000,0,50.0,100.0,5,483750,0,,,1,1005671.0,255679.0,40.8684283,-73.9225505,3a,
MN,2240,25,112.0,10.0,10034.0,34.0,COOPER STREET,,V1,11,,60 COOPER ST CORP,5000,0,50.0,100.0,5,458550,0,,,1,1005716.0,255700.0,40.8684858,-73.9223877,3a,
MN,1171,251,107.0,6.0,10023.0,20.0,RIVERSIDE BOULEVARD,,V1,11,,SENIOR LIVING OPTIONS INC,27566,0,66.0,425.5,3,18,0,,,1,986660.0,221122.0,40.7736034,-73.9913001,8c,
MN,1171,273,107.0,6.0,10069.0,20.0,RIVERSIDE BOULEVARD,,V1,11,,SENIOR LIVING OPTIONS INC,17966,0,183.33,248.03,0,12,0,,,1,987034.0,221200.0,40.7738186,-73.9899482,8c,
MN,1171,9,107.0,6.0,10069.0,20.0,MILLER HIGHWAY,,V1,11,C,NYC DEPARTMENT OF PARKS AND RECREATION,16917,0,199.0,105.0,5,8695800,0,,,1,987308.0,222670.0,40.7778534,-73.9889586,8c,
MN,1171,61,107.0,6.0,10069.0,20.0,WEST END AVENUE,,V1,11,,125 WEST END ASSOCIATES LLC,48580,0,304.5,144.11,5,11532150,0,,,1,987353.0,221800.0,40.7754655,-73.9887965,8c,
MN,1171,162,107.0,6.0,10069.0,20.0,101 WEST END AVENUE,,V1,11,C,NYC DEPARTMENT OF TRANSPORTATION,10984,0,29.0,376.0,4,900,0,,,1,987345.0,221654.0,40.7750648,-73.9888254,8c,
MN,1299,37,106.0,4.0,10017.0,17.0,710 3 AVENUE,,V1,11,,710 THIRD AVENUE PARTNERS LLC,2375,0,25.0,95.0,5,2008350,0,,,1,991577.0,213447.0,40.7525362,-73.9735547,8d,
MN,1020,59,105.0,3.0,10019.0,18.0,244 WEST 49 STREET,,V1,11,,GORJIAN REALTY LLC,8034,0,80.0,100.42,5,1702350,0,,,1,988081.0,216620.0,40.7612474,-73.986171,8c,
MN,2174,160,112.0,10.0,10040.0,34.0,DYCKMAN STREET,,V1,11,,114-118 DYCKMAN REALTY LLC,400,0,4.0,100.0,8,2250,0,,,1,1004868.0,253369.0,40.86209,-73.9254609,3a,
MN,2174,159,112.0,10.0,10040.0,34.0,DYCKMAN STREET,,V1,11,,"ALDEBOT, LUZ",400,0,4.0,100.0,8,2250,0,,,1,1004866.0,253373.0,40.862101,-73.9254682,3a,
MN,1083,10,104.0,6.0,10019.0,18.0,539 WEST 54 STREET,,V1,11,,539 WEST 54TH STREET LLC,12552,0,125.0,100.42,5,1714050,0,,,1,986577.0,219125.0,40.7681235,-73.9915992,8c,
MN,2180,87,112.0,10.0,10033.0,34.0,4261 BROADWAY,,V1,11,,BLDG MECOX LLC,22100,0,150.42,141.0,3,1650150,0,,,1,1001962.0,249180.0,40.8505987,-73.9359779,3a,
MN,2156,19,112.0,10.0,10033.0,34.0,2506 AMSTERDAM AVENUE,,V1,11,X,YESHIVA UNIVERSITY,2500,0,25.0,100.0,5,189000,0,,,1,1003700.0,249076.0,40.8503096,-73.929696,3a,
MN,2170,400,112.0,10.0,10040.0,34.0,44 FAIRVIEW AVENUE,,V1,11,,4452 BROADWAY OWNER LLC,16217,0,202.42,132.0,5,1083150,0,,,1,1003075.0,251298.0,40.8564097,-73.9319489,3a,
MN,2170,30,112.0,10.0,10033.0,34.0,661 WEST 187 STREET,,V1,11,,187 STREET MAZAL LLC,1582,0,16.67,94.92,5,153900,0,,,1,1002856.0,250444.0,40.8540662,-73.9327429,3a,
MN,2170,32,112.0,10.0,10040.0,34.0,667 WEST 187 STREET,,V1,11,,187 STREET MAZAL LLC,4496,0,50.0,89.92,5,432900,0,,,1,1002810.0,250466.0,40.8541267,-73.9329091,3a,
MN,2184,100,112.0,10.0,10040.0,34.0,WEST 201 ST,,V1,11,,DSBS,15170,0,60.41,272.02,5,932400,0,,,1,1006572.0,252491.0,40.859676,-73.9193035,3a,
MN,2164,52,112.0,10.0,10033.0,34.0,206 WADSWORTH AVENUE,,V1,11,,CAERUS WADSWORTH 184 LLC,14988,0,99.92,150.0,5,1319400,0,,,1,1002464.0,249536.0,40.8515748,-73.9341624,3a,
MN,2180,93,112.0,10.0,10033.0,34.0,4271 BROADWAY,,V1,11,,BLDG MECOX LLC,3250,0,31.58,110.25,5,232650,0,,,1,1002013.0,249263.0,40.8508264,-73.9357933,3a,
MN,2200,15,112.0,10.0,10034.0,34.0,416 WEST 204 STREET,,V1,11,,"CONSOLIDATED EDISON CO.OF N.Y.,INC.",14988,0,150.0,99.92,5,1476900,0,,,1,1006578.0,253287.0,40.8618607,-73.9192791,3a,
MN,2185,10,112.0,10.0,10034.0,34.0,WEST 204 STREET,,V1,11,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,35865,0,138.0,203.0,2,4070250,0,,,1,1007024.0,252994.0,40.8610554,-73.9176677,3a,
MN,2149,8,112.0,10.0,10033.0,34.0,2461 AMSTERDAM AVENUE,,V1,11,,2461 AMSTERDAM I LLC,3550,0,36.0,100.0,5,262800,0,,,1,1003599.0,248490.0,40.8487014,-73.9300628,3b,
MN,2156,142,112.0,10.0,10033.0,34.0,6 WASHINGTON TERRACE,,V1,11,,YESHIVA UNIVERSITY,1109,0,17.75,62.5,5,158400,0,,,1,1003695.0,249471.0,40.8513938,-73.9297129,3a,
MN,2170,355,112.0,10.0,10040.0,34.0,WADSWORTH TERRACE,,V1,11,,"SMITH, JOE",170,0,2.42,84.58,8,2250,0,,,1,1003608.0,251529.0,40.8570426,-73.9300215,3a,
MN,2156,41,112.0,10.0,10033.0,34.0,2 WASHINGTON TERRACE,,V1,11,,CFIP CORP,1109,0,17.75,62.5,3,181350,0,,,1,1003713.0,249502.0,40.8514788,-73.9296478,3a,
MN,2237,16,112.0,10.0,10034.0,34.0,CUMMING STREET,,V1,11,,INWOOD HT EQUITIES LLC,18102,0,157.5,120.0,3,558900,0,,,1,1004489.0,255023.0,40.8666306,-73.9268261,3a,
MN,1784,25,111.0,8.0,10035.0,25.0,2331 2 AVENUE,,V1,11,X,PECORA GROUP DEVELOPMENT LLC,2071,0,25.25,82.0,5,314550,0,,,1,1001863.0,230526.0,40.799399,-73.9363847,6b,
MN,1667,29,111.0,8.0,10035.0,25.0,238 EAST 118 STREET,,V1,11,,"DEAN GROUP,",5046,0,50.0,100.92,5,528300,0,,,1,1001542.0,230148.0,40.7983621,-73.9375451,6b,
MN,1784,9,111.0,8.0,10035.0,25.0,217 EAST 119 STREET,,V1,11,,B&D EAST 119 STREET REALTY LLC,5046,0,50.0,100.92,5,544500,0,,,1,1001525.0,230638.0,40.7997071,-73.9376052,6b,
MN,1689,130,111.0,8.0,10035.0,25.0,312 EAST 118 STREET,,V1,11,,BRIJA FRANK,832,0,16.5,50.42,5,135900,0,,,1,1002247.0,229786.0,40.7973671,-73.9349997,6b,
MN,1689,129,111.0,8.0,10035.0,25.0,314 EAST 118 STREET,,V1,11,,"BRIJA, ISA",832,0,16.5,50.42,5,135900,0,,,1,1002261.0,229778.0,40.7973452,-73.9349492,6b,
MN,1711,125,111.0,8.0,10035.0,25.0,EAST 118 STREET,,V1,11,,UPPER E SIDE COM DEV CRP,456,0,20.25,22.5,5,900,0,,,1,1002778.0,229414.0,40.796345,-73.9330829,6b,
MN,1815,13,111.0,8.0,10035.0,25.0,521 EAST 118 STREET,,V1,11,,TIAGO PARKING HOLDINGS LLC,2061,0,20.42,100.92,5,164700,0,,,1,1003370.0,229317.0,40.7960775,-73.9309451,6b,
MN,448,5,103.0,2.0,10003.0,9.0,112 2 AVENUE,,V1,11,,"THE MINISTER, ELDERS, AND DEACONS OF THE  REFORMED",6500,0,52.0,125.0,5,634500,0,East Village / Lower East Side Historic District,,1,987600.0,204376.0,40.7276409,-73.9879134,12c,
MN,463,33,103.0,2.0,10003.0,9.0,123 2 AVENUE,,V1,11,,"123 SECOND AVE, CORP.",2500,0,25.0,100.0,5,656550,0,East Village / Lower East Side Historic District,,1,987503.0,204629.0,40.7283354,-73.9882632,12c,
MN,1666,23,111.0,8.0,10035.0,25.0,2269 2 AVENUE,,V1,11,X,EL CEMI HOUSING DEVELOPMENT FUND CORP,1800,0,20.0,90.0,5,369000,0,,,1,1001465.0,229821.0,40.7974648,-73.937824,6b,
MN,1667,120,111.0,8.0,10035.0,25.0,247 EAST 117 STREET,,V1,11,,247 E 117 STREET LLC,4162,0,55.0,75.67,5,769950,0,,,1,1001531.0,230021.0,40.7980136,-73.9375851,6b,
MN,240,30,103.0,1.0,10038.0,5.0,SOUTH STREET,,V9,11,C,NYC DEPARTMENT OF SMALL BUSINESS SERVICES,8225,0,150.83,55.0,5,2016900,0,,,1,984705.0,197367.0,40.7084035,-73.9983589,12d,
MN,275,2,103.0,1.0,10002.0,5.0,127 MADISON STREET,,V1,11,C,NYC DEPARTMENT OF TRANSPORTATION,116,0,8.67,30.0,8,2250,0,,,1,985953.0,198845.0,40.7124601,-73.9938571,12d,
MN,2024,122,110.0,9.0,10030.0,32.0,WEST 138 STREET,,V1,11,,"JOHN, AMANDA",1199,0,12.0,99.92,8,13500,0,,,1,999983.0,237241.0,40.8178334,-73.9431592,6a,
MN,2023,43,110.0,9.0,10030.0,32.0,WEST 138 STREET,,V1,11,,"PICKENS, JAMES E",1199,0,12.0,99.92,8,6300,0,,,1,999896.0,237110.0,40.817474,-73.9434738,6a,
MN,1995,40,109.0,7.0,10027.0,26.0,614 WEST 125 STREET,,V1,11,X,THE TRUSTEES OF COLUMBIA UNIVERSITY IN T HE CITY OF,13975,0,125.67,150.0,5,465750,0,,,1,995535.0,236624.0,40.8161467,-73.9592302,5c,
MN,1998,29,109.0,7.0,10027.0,26.0,3259 BROADWAY,,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,19983,0,199.83,100.0,3,2291850,0,,,1,996125.0,237311.0,40.8180315,-73.9570974,5c,
MN,1984,50,109.0,7.0,10027.0,26.0,WEST 126 STREET,,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,3306,0,57.33,117.42,5,303750,0,,,1,996180.0,236512.0,40.8158384,-73.9569001,5c,
MN,1622,36,111.0,9.0,10035.0,25.0,1646 PARK AVENUE,,V1,11,,"MURAMATSU, KAORU DEMLER",2272,0,25.25,90.0,5,72000,0,,,1,999933.0,230668.0,40.7997924,-73.9433552,6b,
MN,1852,40,107.0,7.0,10025.0,24.0,WEST 97 STREET,,V1,11,,PWV OWNER LLC,29824,0,165.0,180.75,5,6680700,0,,,1,993336.0,229174.0,40.795701,-73.9671847,5d,
MN,1852,9,107.0,7.0,10025.0,24.0,WEST 97 STREET,,V1,11,,CF PWV LLC,58575,0,312.0,165.0,5,13121550,0,,,1,993259.0,228928.0,40.7950259,-73.9674631,5d,
MN,440,4,103.0,2.0,10009.0,9.0,206 GARAGE 1 AVENUE,,V1,11,,407 CONDOMINIUM C/O K,592,0,0.0,0.0,6,149400,0,,,1,988988.0,205284.0,40.7301325,-73.9829049,12c,
MN,389,16,103.0,2.0,10009.0,9.0,EAST 7 STREET,,V1,11,,196 EAST 7TH STREET LLC,2275,0,25.0,90.83,5,831150,0,,,1,989648.0,203249.0,40.7245466,-73.9805252,12c,
MN,1865,10,109.0,7.0,10025.0,26.0,AMSTERDAM AVENUE,,V1,11,X,THE CATHEDRAL CHURCH OF ST. JOHN THE DIV INE,7000,0,294.83,0.0,6,1422000,0,,,1,994787.0,232253.0,40.8041504,-73.9619394,5d,
MN,1996,56,109.0,7.0,10027.0,26.0,651 WEST 125 STREET,,V1,11,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,13492,0,111.58,120.92,5,1908900,0,,,1,995419.0,237167.0,40.8176372,-73.9596483,5c,
MN,1998,3,109.0,7.0,10027.0,26.0,2307 JOE DIMAGGIO HIGHWAY,,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,6992,0,69.92,100.0,5,989100,0,,,1,995513.0,237610.0,40.818853,-73.959308,5c,
MN,1998,1,109.0,7.0,10027.0,26.0,2301 JOE DIMAGGIO HIGHWAY,,V1,11,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,3000,0,30.0,100.0,3,298800,0,,,1,995489.0,237567.0,40.818735,-73.9593948,5c,
MN,1996,14,109.0,7.0,10027.0,26.0,637 WEST 125 STREET,,V1,11,,THE TRUSTEES OF COLUMBIA UNIVERSITY,23707,0,166.73,195.2,4,3324600,0,,,1,995516.0,237077.0,40.8173901,-73.959298,5c,
MN,1994,59,109.0,7.0,10027.0,26.0,179 CLAREMONT AVENUE,,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY,2500,0,25.0,100.0,5,382050,0,,,1,995075.0,235993.0,40.8144153,-73.960893,5c,
MN,1807,5,111.0,8.0,10035.0,25.0,EAST 119 STREET,,V1,11,,"MALU PROPERTIES, INC.",8569,0,85.0,100.92,5,768150,0,,,1,1002723.0,229975.0,40.7978849,-73.93328,6b,
MN,1754,141,111.0,9.0,10037.0,25.0,68 EAST 130 STREET,,V1,11,,"MS II TP4 HOUSING DEVELOPMENT FUND COMPA NY, INC.",1665,0,16.67,99.92,5,153900,0,,,1,1001567.0,233760.0,40.808276,-73.9374455,6a,
MN,1754,142,111.0,9.0,10037.0,25.0,64 EAST 130 STREET,,V1,11,,"MS II TP4 HOUSING DEVELOPMENT FUND COMPA NY, INC.",1665,0,16.67,99.92,5,153900,0,,,1,1001537.0,233776.0,40.80832,-73.9375538,6a,
MN,2071,53,109.0,7.0,10031.0,30.0,HAMILTON PLACE,,V1,11,,"ROGERS, MATT C/DEPRA FERNANDES THE ROGERS FERNANDES FAMILY TRUST ET AL",1040,0,17.67,61.67,5,117900,0,,,1,997603.0,238981.0,40.8226131,-73.9517543,6a,
MN,1957,27,109.0,9.0,10027.0,26.0,ST NICHOLAS AVENUE,,V5,11,X,NY STATE DORM AUTH,6919,0,58.0,122.0,6,792450,0,,,1,997621.0,236962.0,40.8170715,-73.9516933,6a,
MN,1959,53,110.0,9.0,10030.0,32.0,316 WEST 135 STREET,,V1,11,,MT ARARAT BAPTIST CH,2068,0,24.83,99.92,5,147150,0,,,1,998748.0,236813.0,40.8166607,-73.947622,6a,
MN,1830,56,110.0,9.0,10026.0,28.0,270 WEST 115 STREET,,V1,11,O,NYC HOUSING AUTHORITY,2523,0,25.0,100.92,5,234450,0,,,1,996661.0,231908.0,40.8032011,-73.9551709,6b,
MN,885,6,105.0,2.0,10016.0,14.0,103 EAST 29 STREET,,V1,11,,"MONTANA REAL ESTATE, INC.",3761,0,45.0,98.75,5,945000,0,,,1,988956.0,210304.0,40.7439112,-73.9830169,8d,
MN,1967,5,109.0,7.0,10027.0,26.0,WEST 126 STREET,,V1,11,,FACTORY ACQUISITION LLC,1608,0,29.75,61.92,4,315000,0,,,1,996823.0,235524.0,40.8131258,-73.954579,6a,
MN,1969,104,109.0,7.0,10027.0,26.0,AMSTERDAM AVENUE,,V1,11,,"AMSTERDAM CONVENT REALTY ASSOCIATES, LIM ITED",342,0,19.08,36.17,6,450,0,,,1,996885.0,236287.0,40.8152199,-73.9543536,6a,
MN,884,59,106.0,2.0,10016.0,13.0,132 EAST 29 STREET,,V1,11,,WEXINGTON ROSEHILL LLC,1975,0,20.0,98.75,5,414450,0,,,1,989308.0,209936.0,40.7429009,-73.9817468,8d,
MN,1847,33,110.0,9.0,10026.0,28.0,WEST 113 STREET,,V1,11,,YAKUT LLC,1682,0,16.67,100.92,5,303750,0,,,1,995950.0,231703.0,40.8026394,-73.9577394,5d,
MN,1828,10,110.0,9.0,10026.0,28.0,255 WEST 112 STREET,,V1,11,C,NYC DEPARTMENT OF EDUCATION,12312,0,122.0,100.92,5,1163700,0,,,1,996418.0,231326.0,40.801604,-73.9560497,6b,
MN,1829,111,110.0,9.0,10026.0,28.0,261 WEST 113 STREET,,V1,11,O,NYC HOUSING AUTHORITY,1817,0,18.0,100.92,5,168750,0,,,1,996533.0,231561.0,40.8022488,-73.9556339,6b,
MN,1976,19,109.0,7.0,10027.0,26.0,517 WEST 121 STREET,,V1,11,X,TEACHERS COLLEGE COLUMBIA UNIVERITY,12000,0,50.0,191.83,5,1780650,0,,,1,995398.0,234696.0,40.810855,-73.9597283,5c,
MN,2101,130,109.0,7.0,10027.0,30.0,WEST 155 STREET,,V9,11,C,NYC DEPARTMENT OF ENVIRONMENTAL PROTECTION,1870,0,60.5,137.0,5,450,0,,,1,996086.0,239009.0,40.8226921,-73.9572353,5c,
MN,2001,2,109.0,7.0,10031.0,30.0,RIVERSIDE DRIVE,,V1,11,C,NYC DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES,666,0,9.25,75.0,8,7650,0,,,1,995880.0,238283.0,40.8206997,-73.9579809,5c,
MN,1952,41,110.0,9.0,10027.0,28.0,WEST 126 STREET,,V1,11,,313-315 WEST 125TH STREET L.L.C.,4162,0,46.33,89.83,5,903150,0,,,1,997623.0,234761.0,40.8110304,-73.9516905,6a,
MN,1953,123,110.0,9.0,10027.0,28.0,WEST 126 STREET,,V1,11,,319 W 126 LLC,1665,0,16.67,99.92,5,287100,0,,,1,997691.0,234899.0,40.811409,-73.9514445,6a,
MN,1950,128,110.0,9.0,10027.0,28.0,WEST 123 STREET,,V1,11,,"258 SAINT NICHOLAS AVENUE,",836,0,16.67,50.17,5,187650,0,,,1,997405.0,234087.0,40.8091807,-73.9524793,6a,
MN,1958,58,110.0,9.0,10027.0,32.0,ST NICHOLAS AVENUE,,V1,11,X,"HP GENESIS Y15 HOUSING DEVELOPMENT FUND  CO., INC.",3063,0,24.5,125.0,5,435600,0,,,1,998390.0,236014.0,40.8144683,-73.9489171,6a,
MN,1831,63,110.0,9.0,10026.0,28.0,2140 FREDRICK DOUGLASS BL,,V1,11,,BATIA REALTY CORP,2546,0,25.46,100.0,5,324900,0,,,1,996637.0,232204.0,40.8040135,-73.9552571,6b,
MN,1998,38,109.0,7.0,10027.0,26.0,602 WEST 132 STREET,,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,4996,0,50.0,99.92,5,181800,0,,,1,996082.0,237391.0,40.8182512,-73.9572526,5c,
MN,1683,50,111.0,8.0,10029.0,23.0,2174 2 AVENUE,,V1,11,,"COAKLEY, SEAN P.",1875,0,25.0,75.0,5,325350,0,,,1,1001004.0,228618.0,40.7941637,-73.939492,6b,
MN,1896,38,109.0,7.0,10025.0,26.0,WEST 114 STREET,,V1,11,X,ST. HILDA'S AND ST. HUGH'S SCHOOL,1542,0,22.0,70.11,5,430650,0,,,1,993713.0,233559.0,40.8077363,-73.9658169,5c,
MN,1927,3,110.0,9.0,10027.0,28.0,2262 8 AVENUE,,V1,11,,"SUN STAR REAL ESTATE DEVELOPMENT 2021B, LLC",2400,0,24.25,100.0,5,354600,0,,,1,997381.0,233549.0,40.8077041,-73.952567,6a,
MN,1944,42,110.0,9.0,10026.0,28.0,314 WEST 118 STREET,,V1,11,,2173 EQUITIES LLC,2018,0,20.0,100.92,5,187200,0,,,1,996585.0,232893.0,40.8059047,-73.9554436,6a,
MN,1947,41,110.0,9.0,10027.0,28.0,310 WEST 121 STREET,,V1,11,,MLMG ASSOCIATES LLC,2725,0,27.0,100.92,5,223200,0,,,1,996967.0,233580.0,40.8077898,-73.9540625,6a,
MN,1912,61,110.0,9.0,10027.0,32.0,2159 ADAM C POWELL BLVD,,V1,11,,FAMOUS INDUSTRIES INC,2319,0,30.92,75.0,3,243450,0,,,1,999017.0,234617.0,40.8106329,-73.946655,6a,
MN,1845,50,107.0,7.0,10025.0,24.0,CATHEDRAL PARKWAY,,V1,11,,UNAVAILABLE OWNER,1548,0,192.0,15.0,8,900,0,,,1,995619.0,230992.0,40.8006883,-73.9589362,5d,
MN,1955,7,110.0,9.0,10027.0,32.0,305 WEST 128 STREET,,V1,11,,ORANGE BRICK GARAGECORP,9992,0,50.0,199.84,4,1248750,0,,,1,998076.0,235342.0,40.8126243,-73.9500528,6a,
MN,1831,2,110.0,9.0,10026.0,28.0,2136 FREDERICK DOUGLASS BOULEVARD,,V1,11,,"2136 FREDERICK DOUGLASS BOULEVARD, LLC",10000,0,100.0,100.0,5,319050,0,,,1,996588.0,232116.0,40.8037721,-73.9554342,6b,
MN,1943,127,110.0,9.0,10026.0,28.0,WEST 116 STREET,,V1,11,,"SINGLETON, MARCHALLJR",2,0,3.14,1.42,8,1305,0,,,1,996502.0,232581.0,40.8050485,-73.955744,6a,
MN,1944,5,110.0,9.0,10026.0,28.0,WEST 117 STREET,,V1,11,X,"MORNINGSIDE PARC HOMEOWNERS ASSOCIATION,  INC",2523,0,25.0,100.92,5,0,0,,,1,996136.0,233025.0,40.8062676,-73.9570653,5c,
MN,2050,164,109.0,9.0,10031.0,30.0,ST NICHOLAS AVENUE,,V1,11,,"O'BRYAN, CHARLES ELLIOTT",2001,0,86.92,25.5,6,22050,0,,,1,999091.0,238850.0,40.8222512,-73.9463783,6a,
MN,1895,68,109.0,7.0,10025.0,26.0,618 WEST 114 STREET,,V1,11,,TRUSTEES OF COLUMBIA UNIVERSITY,2523,0,25.0,100.92,5,652950,0,,,1,993669.0,233268.0,40.8069376,-73.9659763,5c,
MN,2089,14,109.0,7.0,10031.0,30.0,RIVERSIDE DRIVE,,V1,11,,SOMA 142 LLC,1680,0,91.42,41.92,5,141300,0,,,1,997151.0,239969.0,40.8253256,-73.9533855,6a,
MN,1940,126,110.0,9.0,10030.0,32.0,209 WEST 134 STREET,,V1,11,,ABYSSINIAN CULTURAL BUILDING CORP,1699,0,17.0,99.92,5,238500,0,,,1,999559.0,236240.0,40.8150867,-73.9446933,6a,
MN,1940,8,110.0,9.0,10030.0,32.0,261 WEST 134 STREET,,V4,11,C,NYC POLICE DEPARTMENT,4696,0,47.0,99.92,5,381600,0,,,1,999168.0,236457.0,40.8156829,-73.9461054,6a,
MN,1969,6,109.0,7.0,10027.0,26.0,487 WEST 129 STREET,,V1,11,,487 W 129TH ST PERMANENT HOUSING DEV FUN D CORP,9878,0,97.5,99.92,0,2338650,0,,,1,996986.0,236237.0,40.8150825,-73.9539888,6a,
MN,1967,89,109.0,7.0,10027.0,26.0,460 WEST 128 STREET,,V1,11,,J128 LLC,24366,0,200.33,99.0,5,1696050,0,,,1,996850.0,235776.0,40.8138174,-73.954481,6a,
MN,1969,78,109.0,7.0,10027.0,26.0,498 WEST 130 STREET,,V1,11,,"130 LENOX, INC.",1246,0,25.0,49.83,5,141300,0,,,1,996925.0,236361.0,40.8154229,-73.9542089,6a,
MN,1950,55,109.0,9.0,10027.0,26.0,4 HANCOCK PLACE,,V1,11,,"FAISON, GEORGE",3051,0,39.42,83.58,5,216900,0,,,1,997048.0,234405.0,40.8100541,-73.9537683,6a,
MN,1996,61,109.0,7.0,10027.0,26.0,663 WEST 125 STREET,,V1,11,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,5025,0,139.42,71.25,3,760050,0,,,1,995343.0,237237.0,40.8178294,-73.9599228,5c,
